files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=0.24 s (1051.4 files/s 300022.3 lines/s)"
84,JavaScript,5720,18711,25763
6,CSS,191,74,8278
103,Java,1383,1530,6892
40,HTML,206,13,2211
14,XML,22,117,619
1,Maven,38,68,435
1,SVG,0,0,288
1,SQL,43,96,188
1,Markdown,39,0,63
1,Dockerfile,14,14,18
2,Properties,0,2,8
2,Bourne Shell,0,0,4
256,SUM,7656,20625,44767
