1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
64.95,61.54,67.17,66.21,65.48,63.66,62.75,63.98,65.6,66.27,74.03,65.07,67.58,67.72,68.21,65.39,64.34,68.11,64.05,65.55,63.9,64.88,65.97,64.8,65.12,62.25,64.53,67.33,66.57,65.5
