1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
64.21,61.87,67.02,65.45,66.02,63.78,62.94,63.75,65.41,66.19,73.95,65.32,67.42,67.88,68.01,65.89,64.49,67.88,63.76,65.22,63.54,64.72,65.45,64.55,65.23,62.78,64.32,67.12,66.33,65.95
