1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
63.42,65.18,67.03,66.87,64.29,63.55,62.47,63.79,65.23,66.45,74.12,65.91,67.24,67.73,68.09,65.48,64.11,68.02,64.45,65.87,64.02,64.61,65.32,64.78,65.62,62.98,64.77,67.44,66.02,65.75
