InputFileName,Architecture,ExperimentDate,ScenarioPath,NumberOfInstances,SleepTime,WorkloadIterations,NumberOfIterations,StartTimestamp,MonolithExperiment,MicroserviceExperiment,MonoFrontendDuration,MonoBackendDuration,MicroFrontendDuration,MicroBackendDuration,C-State,Resident,Count,Latency
3-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.700%,28114,10
3-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.336%,17865,2
3-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4781,0
3-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.570%
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,90.084%,35452,890
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.032%,196,480
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.543%,22664,200
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.012%,112,124
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.705%,10084,85
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.082%,2766,70
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.687%,27833,10
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.282%,16529,2
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4793,0
3-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.568%
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,89.610%,35094,890
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.052%,198,480
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.859%,24028,200
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.010%,105,124
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.758%,11125,85
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.077%,2879,70
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.726%,28385,10
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.326%,17051,2
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4786,0
8-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.578%
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,90.032%,34532,890
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.044%,177,480
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.443%,22256,200
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.014%,122,124
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.718%,10418,85
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.076%,2586,70
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.741%,28719,10
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.296%,18063,2
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4662,0
4-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.633%
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,89.775%,34214,890
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.041%,220,480
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.714%,23392,200
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.011%,110,124
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.722%,10924,85
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.076%,2652,70
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.719%,27907,10
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.312%,17270,2
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4680,0
6-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.627%
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,90.226%,33835,890
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.038%,204,480
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.488%,22328,200
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.014%,114,124
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.676%,10011,85
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.079%,2734,70
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.675%,28287,10
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.323%,17292,2
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4983,0
1-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.475%
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,89.560%,35151,890
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.042%,193,480
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.991%,24446,200
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.017%,121,124
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.745%,11312,85
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.080%,2760,70
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.644%,29025,10
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.352%,17433,2
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4569,0
5-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.564%
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,90.082%,35020,890
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.051%,188,480
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.512%,23146,200
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.016%,124,124
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.740%,10653,85
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.072%,2626,70
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.763%,28116,10
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.282%,16581,2
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4863,0
8-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.478%
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,89.969%,35096,890
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.036%,161,480
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.542%,22868,200
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.012%,100,124
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.703%,10702,85
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.084%,2888,70
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.662%,27639,10
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.314%,17463,2
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4784,0
1-api-baseline.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.675%
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,89.888%,34899,890
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.061%,213,480
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,6.650%,23284,200
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.017%,130,124
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.724%,10465,85
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.079%,2783,70
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.766%,28257,10
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.303%,17214,2
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.004%,4581,0
7-api-monitor.csv,micro,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,1.508%
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,98.281%,97527,890
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.023%,505,480
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,1.083%,26981,200
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.001%,50,124
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.119%,9677,85
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.007%,1586,70
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.025%,2269,10
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.028%,3814,2
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.000%,28,0
12-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,0.432%
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,98.105%,86955,890
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.014%,471,480
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,1.178%,30587,200
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.001%,42,124
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.160%,15660,85
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.008%,2108,70
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.022%,2386,10
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.074%,12592,2
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.000%,31,0
2-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,0.438%
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,98.181%,86333,890
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.017%,494,480
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,1.135%,29196,200
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.001%,44,124
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.127%,13039,85
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.009%,2212,70
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.015%,1780,10
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.066%,10868,2
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.000%,22,0
27-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,0.448%
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,98.302%,96319,890
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.020%,586,480
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,1.015%,27220,200
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.001%,45,124
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.138%,11877,85
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.010%,2608,70
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.029%,3498,10
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.042%,6870,2
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.000%,22,0
19-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,0.443%
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,98.366%,100992,890
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.062%,430,480
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,0.976%,24486,200
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.001%,51,124
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.117%,9289,85
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.005%,1336,70
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.010%,2348,10
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.035%,5142,2
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.000%,26,0
20-api-monitor.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,0.428%
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,1,C10,98.317%,94433,890
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,2,C9,0.025%,423,480
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,3,C8,1.042%,26160,200
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,4,C7s,0.001%,52,124
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,5,C6,0.117%,10026,85
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,6,C3,0.007%,1668,70
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,7,C1E,0.008%,1798,10
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,8,C1,0.042%,6524,2
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,9,POLL,0.000%,12,0
12-api-baseline.csv,mono,28-02-24T21-58-31,1,5,300,50,30,28-02-24T21-58-31,29-02-24T15-13-49,,,633.679424586,,633.679424586,10,C0,0.441%
