InputFileName,Architecture,ExperimentDate,ScenarioPath,NumberOfInstances,SleepTime,WorkloadIterations,NumberOfIterations,StartTimestamp,MonolithExperiment,MicroserviceExperiment,MonoFrontendDuration,MonoBackendDuration,MicroFrontendDuration,MicroBackendDuration,C-State,Resident,Count,Latency
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.047%,171,480
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.810%,23150,200
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.012%,115,124
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.681%,10204,85
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.079%,2735,70
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.610%,26782,10
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.322%,17153,2
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4599,0
4-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.549%
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.229%,34401,890
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.042%,185,480
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.391%,22265,200
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.014%,118,124
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.714%,10767,85
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.075%,2671,70
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.674%,28002,10
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.303%,17098,2
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4682,0
10-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.555%
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.019%,34902,890
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.035%,179,480
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.533%,22825,200
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.014%,130,124
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.732%,10292,85
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.082%,2694,70
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.725%,28003,10
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.278%,16719,2
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4841,0
25-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.578%
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.767%,32213,890
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.029%,84,480
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.081%,19771,200
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.013%,112,124
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.585%,8411,85
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.079%,2455,70
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.602%,27563,10
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.367%,19202,2
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4596,0
16-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.473%
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,89.907%,34004,890
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.060%,205,480
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.697%,23006,200
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.011%,78,124
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.680%,9899,85
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.077%,2567,70
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.745%,26748,10
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.305%,16824,2
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4667,0
6-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.514%
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.099%,35120,890
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.058%,187,480
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.606%,22560,200
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.010%,97,124
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.718%,10352,85
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.079%,2702,70
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.680%,27244,10
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.285%,17218,2
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4548,0
1-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.462%
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.940%,31742,890
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.044%,80,480
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,5.921%,19219,200
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.012%,115,124
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.586%,8773,85
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.076%,2614,70
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.706%,29107,10
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.371%,19473,2
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4591,0
11-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.340%
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.299%,33985,890
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.041%,183,480
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.297%,21668,200
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.007%,89,124
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.668%,9888,85
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.082%,2802,70
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.701%,28335,10
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.312%,17623,2
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.005%,4824,0
21-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.589%
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.317%,34033,890
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.053%,204,480
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.350%,22201,200
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.009%,107,124
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.708%,10038,85
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.077%,2657,70
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.650%,27661,10
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.305%,17124,2
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4939,0
14-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.527%
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.179%,34374,890
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.044%,187,480
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.527%,22313,200
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.015%,120,124
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.717%,10387,85
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.074%,2623,70
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.623%,26965,10
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.307%,16786,2
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4534,0
23-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.509%
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.643%,31948,890
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.036%,86,480
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.126%,20483,200
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.014%,102,124
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.593%,8542,85
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.074%,2345,70
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.699%,28742,10
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.375%,19367,2
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4467,0
10-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.435%
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.074%,34084,890
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.060%,218,480
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.600%,22912,200
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.016%,122,124
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.721%,10353,85
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.078%,2694,70
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.646%,27825,10
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.290%,17123,2
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4680,0
30-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.510%
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.119%,34115,890
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.045%,163,480
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.498%,22277,200
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.012%,110,124
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.717%,10535,85
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.084%,2930,70
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.652%,28166,10
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.311%,17480,2
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4739,0
11-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.558%
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,89.900%,33501,890
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.046%,187,480
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.626%,22697,200
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.014%,132,124
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.690%,10213,85
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.079%,2716,70
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.625%,27357,10
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.332%,17632,2
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4828,0
5-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.684%
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,90.450%,34906,890
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.038%,205,480
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.250%,21641,200
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,4,C7s,0.011%,108,124
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,5,C6,0.694%,10119,85
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,6,C3,0.077%,2596,70
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,7,C1E,0.591%,25833,10
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,8,C1,0.289%,15807,2
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,9,POLL,0.004%,4671,0
22-api-monitor.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,10,C0,1.596%
24-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,1,C10,89.936%,34114,890
24-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,2,C9,0.047%,190,480
24-api-baseline.csv,micro,29-02-24T21-03-08,1,5,300,50,30,29-02-24T21-03-08,29-02-24T21-03-24,01-03-24T04-53-42,,,,,3,C8,6.498%,22437,200
