Running for 99.0 seconds (99 samples at 1.0 second intervals).
Power measurements will start in 2 seconds time.

Waiting 2 seconds before starting (gathering samples). Waiting 1 seconds before starting (gathering samples).                                                                                  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   pkg-0 uncore  pkg-0   dram   core   dram   psys   SEN1   TSKN   B0D4   TMEM   SEN2   SEN3 x86_pk pch_ca iwlwif INT340   SEN4  CPU Freq
21:02:19  11.4   0.0   3.9  83.2   1.5    6   9555   3154  246  171  212  31.09   15.55   0.00  15.55   0.57  14.43   0.57   5.87  23.05  23.05  27.05  23.05  21.05  27.05  59.00  23.00  26.00  20.00  23.05  3.33 GHz
21:02:20  21.4   0.0   1.9  75.7   1.0    3  14649   3035   37   20   16  61.64   30.82   0.00  30.82   0.60  29.54   0.60  10.03  23.05  23.05  52.05  24.05  22.05  27.05  66.00  25.00  27.00  20.00  23.05  4.30 GHz
21:02:21  22.6   0.0   2.5  74.3   0.6    2   8559   4435   52   26   50  57.66   28.83   0.00  28.83   0.83  27.93   0.83   9.72  23.05  23.05  66.05  24.05  22.05  27.05  49.00  26.00  27.00  20.00  23.05  4.18 GHz
21:02:22   9.3   0.0   1.4  89.0   0.4    1   4422   2122   31   12   26  27.16   13.58   0.00  13.58   0.52  12.94   0.52   4.77  23.05  23.05  47.05  24.05  22.05  27.05  32.00  27.00  27.00  20.00  23.05  3.98 GHz
21:02:23   7.6   0.0   0.7  91.5   0.1    1   2191   1049   19    8   22  15.70    7.85   0.00   7.85   0.45   7.40   0.45   3.23  23.05  23.05  39.05  24.05  22.05  27.05  34.00  26.00  26.00  20.00  23.05  3.51 GHz
21:02:24   3.0   0.0   1.1  95.6   0.3    1   1458    879   13   12    9   7.04    3.52   0.00   3.52   0.37   3.12   0.37   1.99  24.05  23.05  39.05  23.05  22.05  27.05  33.00  27.00  27.00  20.00  23.05  2.21 GHz
21:02:25   1.1   0.0   0.6  98.0   0.3    1    997    601    3    2    6   2.23    1.12   0.00   1.12   0.31   0.79   0.31   1.00  24.05  23.05  33.05  23.05  22.05  27.05  32.00  25.00  27.00  20.00  23.05  1.63 GHz
21:02:26   0.5   0.0   0.1  99.4   0.0    1    970    465    0    0    0   1.71    0.85   0.00   0.85   0.32   0.59   0.32   0.72  24.05  23.05  31.05  24.05  22.05  27.05  31.00  26.00  27.00  20.00  23.05  1.66 GHz
21:02:27   0.3   0.0   0.3  99.5   0.0    1    927    529    0    0    9   1.12    0.56   0.00   0.56   0.31   0.29   0.31   0.68  24.05  23.05  31.05  24.05  22.05  27.05  31.00  25.00  26.00  20.00  23.05  1.23 GHz
21:02:28   1.1   0.0   0.3  98.6   0.0    1    922    821    0    0    0   1.80    0.90   0.00   0.90   0.35   0.65   0.35   0.69  24.05  23.05  30.05  24.05  22.05  27.05  31.00  25.00  26.00  20.00  24.05  1.78 GHz
21:02:29   2.8   0.0   0.8  96.1   0.4    1   2327    944    9    9    6   2.56    1.28   0.00   1.28   0.35   0.89   0.35   1.28  25.05  23.05  30.05  24.05  22.05  27.05  29.00  26.00  27.00  20.00  23.05  1.42 GHz
21:02:30   1.0   0.0   1.3  97.7   0.0    1   1696    882   16    7   19   2.28    1.14   0.00   1.14   0.39   0.82   0.39   0.98  25.05  23.05  30.05  24.05  22.05  27.05  31.00  25.00  28.00  20.00  23.05  1.96 GHz
21:02:31   1.1   0.0   0.2  98.6   0.0    1    845    483    0    0    0   1.63    0.82   0.00   0.82   0.31   0.56   0.31   0.69  25.05  23.05  30.05  24.05  22.05  27.05  30.00  27.00  27.00  20.00  24.05  1.81 GHz
