21:02:32   0.1   0.0   0.1  99.7   0.0    1    492    285    0    0    0   0.97    0.48   0.00   0.48   0.30   0.25   0.30   0.55  25.05  23.05  29.05  24.05  22.05  27.05  29.00  25.00  26.00  20.00  24.05  1.34 GHz
21:02:33   0.6   0.0   0.5  98.7   0.1    1   1072    540    0    0    0   1.49    0.74   0.00   0.74   0.30   0.44   0.30   0.85  25.05  23.05  29.05  24.05  22.05  27.05  31.00  24.00  26.00  20.00  24.05  1.41 GHz
21:02:34   2.5   0.0   0.8  96.6   0.1    1   1209    881    4    3   37   7.28    3.64   0.00   3.64   0.33   3.30   0.33   1.82  25.05  23.05  34.05  24.05  22.05  27.05  29.00  25.00  27.00  20.00  24.05  2.44 GHz
21:02:35   1.1   0.0   0.2  98.6   0.0    1   1092   1079    0    0    0   1.37    0.69   0.00   0.69   0.30   0.47   0.30   0.58  25.05  23.05  32.05  24.05  22.05  27.05  29.00  24.00  24.00  20.00  24.05  1.79 GHz
21:02:36   1.4   0.0   0.2  98.4   0.0    1    607    505    0    0    0   1.71    0.86   0.00   0.86   0.31   0.62   0.31   0.62  25.05  23.05  31.05  24.05  22.05  27.05  29.00  25.00  24.00  20.00  24.05  1.94 GHz
21:02:37   0.0   0.0   0.5  99.5   0.0    1    307    273    0    0    0   0.73    0.36   0.00   0.36   0.29   0.14   0.29   0.46  25.05  23.05  30.05  24.05  22.05  27.05  31.00  25.00  24.00  20.00  24.05  1.49 GHz
21:02:38   0.0   0.0   0.0 100.0   0.0    1    257    175    0    0    0   0.84    0.41   0.00   0.42   0.29   0.23   0.29   0.43  25.05  23.05  30.05  24.05  22.05  27.05  30.00  25.00  24.00  20.00  24.05  1.74 GHz
21:02:39   0.0   0.0   0.3  99.5   0.3    1    296    205    0    0    0   0.96    0.48   0.00   0.48   0.29   0.23   0.29   0.55  25.05  23.05  29.05  24.05  22.05  28.05  31.00  25.00  24.00  20.00  24.05  1.67 GHz
21:02:40   0.1   0.0   0.1  99.8   0.0    1    256    190    0    0    0   0.90    0.45   0.00   0.45   0.29   0.24   0.29   0.47  25.05  23.05  29.05  24.05  22.05  28.05  30.00  24.00  23.00  20.00  24.05  1.63 GHz
21:02:41   0.0   0.0   0.3  99.7   0.0    1    297    245    0    0    0   0.88    0.44   0.00   0.44   0.29   0.24   0.29   0.49  25.05  23.05  29.05  24.05  22.05  27.05  31.00  25.00  23.00  20.00  24.05  1.56 GHz
21:02:42   0.1   0.0   0.1  99.7   0.0    1    266    196    0    0    0   0.91    0.45   0.00   0.45   0.29   0.23   0.29   0.53  25.05  23.05  29.05  24.05  22.05  27.05  30.00  25.00  23.00  20.00  24.05  1.65 GHz
21:02:43   0.0   0.0   0.2  99.8   0.0    1    249    174    0    0    0   0.87    0.44   0.00   0.44   0.29   0.24   0.29   0.42  25.05  23.05  29.05  24.05  22.05  27.05  31.00  24.00  23.00  20.00  24.05  1.71 GHz
21:02:44   0.0   0.0   0.2  99.8   0.0    1    253    178    0    0    0   0.93    0.46   0.00   0.46   0.29   0.24   0.29   0.49  25.05  23.05  29.05  24.05  22.05  27.05  30.00  24.00  23.00  20.00  24.05  1.68 GHz
21:02:45   0.1   0.0   0.3  99.5   0.1    1    311    275    0    0    0   1.09    0.55   0.00   0.55   0.29   0.28   0.29   0.70  25.05  23.05  29.05  24.05  22.05  27.05  29.00  24.00  23.00  20.00  24.05  1.60 GHz
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ---------
 Average   3.3   0.0   0.7  95.8   0.2  1.3 2091.9  911.1 15.9 10.0 15.3   8.69    4.34   0.00   4.34   0.36   3.97   0.36   1.87  24.49  23.05  33.49  23.94  22.01  27.12  33.63  25.07  25.37  20.00  23.64  2.10 GHz
 GeoMean   0.0   0.0   0.0  95.5   0.0  1.1  938.9  567.5  0.0  0.0  0.0   2.63    1.32   0.00   1.32   0.35   0.87   0.35   1.04  24.48  23.05  32.70  23.94  22.01  27.12  32.78  25.06  25.31  20.00  23.64  1.96 GHz
  StdDev   6.0   0.0   0.9   7.0   0.3  1.0 3362.3 1040.2 47.0 32.3 40.6  16.31    8.16   0.00   8.16   0.13   7.90   0.13   2.62   0.79   0.00   8.52   0.31   0.19   0.26   9.01   0.98   1.68   0.00   0.49  0.89 GHz
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ---------
 Minimum   0.0   0.0   0.0  74.3   0.0  1.0  249.0  174.0  0.0  0.0  0.0   0.73    0.36   0.00   0.36   0.29   0.14   0.29   0.42  23.05  23.05  27.05  23.05  21.05  27.05  29.00  23.00  23.00  20.00  23.05  1.23 GHz
 Maximum  22.6   0.0   3.9 100.0   1.5  6.0 14649.0 4435.0 246.0 171.0 212.0  61.64   30.82   0.00  30.82   0.83  29.54   0.83  10.03  25.05  23.05  66.05  24.05  22.05  28.05  66.00  27.00  28.00  20.00  24.05  4.30 GHz
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ---------
Summary:
CPU:   8.69 Watts on average with standard deviation 16.31 
Note: power read from RAPL domains: package-0, uncore, package-0, dram, core, dram, psys.
These readings do not cover all the hardware in this device.

C-State    Resident      Count Latency 
C10         84.374%       7577     890
C9           0.073%         45     480
C8           9.229%       9369     200
C7s          0.006%         30     124
C6           1.085%       4712      85
C3           0.168%       1413      70
C1E          0.443%       4926      10
C1           0.454%       5491       2
POLL         0.002%        581       0
C0           4.167%
